image_id,question,category,concise_prompt,n_descriptions_used
2520,"The diagram shows part of a scale of a measuring device. The arrow indicates an approximate reading of
<image1>",metric geometry - length,"Draw a semicircular gauge with a thick black arc, a straight horizontal baseline, and short horizontal end segments at both ends. Label ""10"" near the left end and ""11"" near the right end of the baseline. Include four short tick marks on the arc: one vertical at the top center, one diagonal on the right side, and two diagonals on the left side. Add a long, straight pointer with a filled triangular arrowhead, originating from the lower-middle region and pointing toward the left side of the arc.",4
2521,"The figure consists of alternating light and dark squares.
<image1>
The number of dark squares exceeds the number of light squares by",algebra,"Draw a symmetric, step-edged pyramid-like arrangement of equal squares in alternating black and white colors. At the top, start with a single black square, followed by centered rows of 3, 5, and 7 squares, each row alternating and starting and ending with black. The structure continues downward with diagonal ""stair-step"" edges, framing a large empty white interior area containing centered text ""same"" on the first line and ""pattern here"" on the second. Along the bottom, draw a long horizontal base row of alternating black and white squares, starting and ending with black.",4
2522,"If $ \angle\text{CBD} $ is a right angle, then this protractor indicates that the measure of $ \angle\text{ABC} $ is approximately

<image1>",metric geometry - angle,"Draw a semicircular protractor with a horizontal baseline and two concentric semicircular arcs. Label the baseline with ""0"" at the left end, ""B"" at the center, and ""180"" at the right end. Add four rays from point B: one horizontal to the right, one up-right to label ""D"" near the outer arc, one steeply up-left to label ""C"", and one shallowly up-left to label ""A"" with ""20"" near the outer arc. Include ""O"" near the left end of the baseline and ""160"" near the right side of the protractor.",4
2523,"An isosceles triangle is a triangle with two sides of equal length. How many of the five triangles on the square grid below are isosceles?

<image1>",combinatorial geometry,"Draw a 12x5 rectangular grid with 13 vertical and 6 horizontal grid lines. On this grid, draw 5 triangles: two small ones in the top-left, one in the top-middle, one long and thin in the top-right, and a large one in the bottom-right. Also, draw an open ""roof"" polyline in the bottom-left area. Ensure all lines are solid black and all vertices of the triangles align with grid intersection points.",4
2524,"<image1>

Placing no more than one $x$ in each small square, what is the greatest number of $x$'s that can be put on the grid shown without getting three $x$'s in a row vertically, horizontally, or diagonally?",combinatorics,"Draw a 3x3 grid of solid black lines on a white background, forming 9 equal-sized squares with no labels, numbers, or special marks. The grid should be centered and have no shading, 3D features, or plotted functions.",4
2525,"The shaded region formed by the two intersecting perpendicular rectangles, in square units, is

<image1>",metric geometry - area,"Draw a diagram with a solid black cross shape, formed by two intersecting rectangles, on a white background. The cross has a vertical rectangle with a width labeled ""3"" and a horizontal rectangle with a height labeled ""2"". Include dimension lines with labels: ""10"" below the cross, ""8"" to the right, and a small upside-down ""T"" line at the upper right. Position the labels near their respective dimension lines.",4
2526,"The glass gauge on a cylindrical coffee maker shows that there are 45 cups left when the coffee maker is $36\%$ full. How many cups of coffee does it hold when it is full?

<image1>",solid geometry,"Draw a cylindrical coffee maker with an elliptical top and bottom, and a vertical rectangular gauge on its front face. The gauge has a solid black fill in its lower portion and a small white circle at its bottom. A small horizontal oval handle is centered on top of the cylinder. Use solid black lines on a white background.",4
2528,"If the markings on the number line are equally spaced, what is the number $\text{y}$?

<image1>",algebra,"Draw a horizontal number line with 6 equally spaced vertical tick marks and solid black arrowheads at both ends. Label the leftmost tick mark ""0"", the fourth tick mark ""y"", and the rightmost tick mark ""20"". Position the labels below their respective tick marks. The line, tick marks, and labels should be black on a white background.",4
2529,"Which of the five ""T-like shapes"" would be symmetric to the one shown with respect to the dashed line?

<image1>",transformation geometry,"Draw a diagram with 6 identical squares, 5 arranged horizontally at the bottom labeled (A) to (E) and 1 above the middle. Each square contains a small solid black square in one corner and a unique ""T-like"" shape inside. A vertical dashed line is positioned to the left of the upper square, running down between the upper square and the bottom row.",4
2530,"The area of the shaded region $\text{BEDC}$ in parallelogram $\text{ABCD}$ is

<image1>",metric geometry - area,"Draw a parallelogram ABCD with vertices A, B, C, D and a point E on the bottom edge AD. Label the vertices and add a vertical segment BE, splitting the parallelogram into two parts. Shade the region BEDC. Add labels: 10 above BC, 8 along BE, and 6 below ED. Include a right-angle marker at E.",4
2531,"The graph below shows the total accumulated dollars (in millions) spent by the Surf City government during $1988$.  For example, about $.5$ million had been spent by the beginning of February and approximately $2$ million by the end of April.  Approximately how many millions of dollars were spent during the summer months of June, July, and August?
<image1>",statistics,"Draw a 2D coordinate graph with a vertical y-axis labeled ""dollars in millions"" and a horizontal x-axis labeled with months (J, F, M, A, M, J, J, A, S, O, N, D) and ""month F=February"" at the bottom right. Include a single solid black polyline starting at the origin, rising gradually, then more steeply, and finally leveling off to end near 5 million dollars. Label the y-axis with values 1 through 5.",4
2532,"The figure may be folded along the lines shown to form a number cube.  Three number faces come together at each corner of the cube.  What is the largest sum of three numbers whose faces come together at a corner?

<image1>",solid geometry,"Draw a 2D cube net consisting of 6 equal-sized squares arranged in a cross-like pattern. The central square contains the number ""2"", with ""1"" above it, ""3"" below it, ""6"" to its left, ""4"" to its right, and ""5"" to the right of ""4"". Each square has a solid black outline and a centered black numeral. The background is white, with no additional markings or colors.",4
2533,"An artist has $14$ cubes, each with an edge of $1$ meter.  She stands them on the ground to form a sculpture as shown.  She then paints the exposed surface of the sculpture.  How many square meters does she paint?
<image1>",solid geometry,"Draw a 3D sculpture made of 16 unit cubes, arranged in a stepped pyramid formation with three distinct layers. The bottom layer has 8 cubes, the middle layer has 6 cubes, and the top layer has 2 cubes, with each layer centered horizontally and receding backward and to the right. Show only visible edges as solid black lines on a white background, with no labels, text, or measurements.",4
2534,"Suppose a square piece of paper is folded in half vertically.  The folded paper is then cut in half along the dashed line.  Three rectangles are formed-a large one and two small ones.  What is the ratio of the perimeter of one of the small rectangles to the perimeter of the large rectangle?
<image1>",transformation geometry,"Draw a large rectangle with a solid black border, centered in the image. Add a smaller rectangular flap at the top-left corner, folded over to create a slanted edge. Include a vertical dashed line through the rectangle's center, extending beyond its top and bottom edges. On the left side of the rectangle, add a curved arrow pointing to the right, indicating a folding action. All lines are black on a white background, with no text or shading.",4
2535,"Every time these two wheels are spun, two numbers are selected by the pointers.  What is the probability that the sum of the two selected numbers is even?
<image1>",combinatorics,"Draw two circular wheels side by side, each with a solid black outline and internal dividing lines. The left wheel has two diagonal lines forming 4 sectors labeled 5, 3, 8, and 4. The right wheel has three radial lines forming 3 sectors labeled 6, 9, and 7. Each wheel has a solid black pointer above it. The background is white, and all lines and text are black.",4
2536,"What is the smallest sum of two $3$-digit numbers that can be obtained by placing each of the six digits $ 4,5,6,7,8,9 $ in one of the six boxes in this addition problem?

<image1>",combinatorics,"Draw a 2x3 grid of 6 empty squares with solid black outlines, arranged in two rows of three. Place a plus sign (+) to the left of the bottom row, centered vertically. Add a solid black horizontal line below both rows of squares, spanning the width of the squares. Use a white background and black lines for all elements.",4
2537,"What fraction of the square is shaded?

<image1>",metric geometry - area,"Draw a large square with a thick black border, subdivided by a solid black diagonal line from the bottom-left corner to the top-right corner and additional solid black horizontal and vertical lines, creating several regions filled with either white or a uniform medium gray color, with a tall white rectangle on the far-right, a horizontal gray band across the top, and various gray and white regions around the diagonal, including a small white rectangle near the bottom-left corner, without any text, numbers, or special geometric marks.",4
